ParentBusinessUnit,BusinessUnit,Latitude,Longitude,StateShort,Year,Make,Model,Trim,Mileage,ListPrice,LotPrice,MSRP,MarketAveragePrice,AgeInDays,Color,InteriorColor,ReconditionCost,UnitCost,PotentialGross,Stock,VIN,Received,Transmission,Risk,PrimaryBookValue,class
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2018,Jeep,Wrangler Unlimited,Altitude,17592,34998,34998,NULL,34109.3673,176,BILLET,NULL,NULL,32729.23,2268.77,37976,1C4HJWEG4JL872951,9/11/2018,Automatic,GREEN,33784,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,GMC,Yukon,Denali,72201,31994,35494,NULL,33174.625,174,WHITE,NULL,NULL,32858.99,-864.99,37967,1GKS2EEF4ER137088,9/13/2018,Automatic,GREEN,31021,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Ford,Ranger,SPORT,64920,18994,19994,NULL,17404.375,174,BLUE,NULL,NULL,18112.8,881.2,37940,1FTLR4FE0BPA55698,9/13/2018,Automatic,RED,18865,4WD Small Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,Ford,F-150,XLT,76261,22494,24998,NULL,23294.7142,176,WHITE,NULL,NULL,21592.27,901.73,37931,1FTFX1EF4EFD00024,9/11/2018,Automatic,GREEN,19382,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Ford,Explorer,XLT,106254,21994,20994,NULL,22611.42,78,BLACK,NULL,NULL,19679.33,2314.67,38038,1FM5K8D85FGB33881,12/18/2018,Automatic,RED,19382,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,Ram,1500,SLT,40319,26494,26494,NULL,20980.125,169,WHITE,NULL,NULL,24632.11,1861.89,37994,1C6RR7LGXES422648,9/18/2018,Automatic,GREEN,25913,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Toyota,Tacoma,,103602,21994,21994,NULL,23329.6666,70,SILVER,NULL,NULL,19140.35,2853.65,38081,5TFUU4EN3DX080599,12/26/2018,Automatic,RED,19296,4WD Small Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Ram,1500,SLT,47823,23994,23994,NULL,21364.75,162,SILVER,NULL,NULL,21968.4,2025.6,38058,1C6RR7GT3DS579461,9/25/2018,Automatic,GREEN,23661,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Toyota,Venza,,70910,15994,15994,NULL,13800,110,MAROON,NULL,NULL,13306.69,2687.31,38120,4T3BA3BB5BU024847,11/16/2018,Automatic,RED,14259,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Dodge,Charger,SXT,20875,25994,24998,NULL,22282.4444,155,BLACK,NULL,NULL,24294.53,1699.47,38111,2C3CDXJG6FH898294,10/2/2018,Automatic,GREEN,24129,4-door Large Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Honda,Pilot,EX-L,105455,19994,21998,NULL,21551.8571,155,GREY,NULL,NULL,20030.66,-36.66,38109,5FNYF4H67DB009545,10/2/2018,Automatic,RED,17599,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Chevrolet,Equinox,LT,45838,19994,20998,NULL,19896.5714,148,SILVER,NULL,NULL,18608.21,1385.79,38194,2GNFLFEK6H6250836,10/9/2018,Automatic,GREEN,19672,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2009,Honda,Element,EX,61349,17494,18994,NULL,4500,109,BLACK,NULL,NULL,15222.15,2271.85,38181,5J6YH28769L800610,11/17/2018,5-Speed A/T,RED,14624,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Dodge,Journey,Crossroad Plus,36495,21384,22998,NULL,19098.9629,148,BLACK,NULL,NULL,19839.2,1544.8,38159,3C4PDDGG3HT583109,10/9/2018,Automatic,YELLOW,20929,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2012,GMC,Sierra 1500,SLE,86777,22998,22998,NULL,22125.4761,139,SILVER,NULL,NULL,20454.1,2543.9,38161,3GTP2VE71CG275355,10/18/2018,Automatic,YELLOW,22146,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Hyundai,Santa Fe Sport,,58079,18994,19998,NULL,17596.1428,139,ORANGE,NULL,NULL,17104.97,1889.03,38220,5XYZTDLB3GG318637,10/18/2018,Automatic,YELLOW,17671,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Chevrolet,Traverse,LT,51926,24994,25998,NULL,25470.8723,141,SILVER,NULL,NULL,24069.26,924.74,38231,1GNKVGKD8HJ242695,10/16/2018,Automatic,GREEN,24919,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Jeep,Patriot,Latitude,43007,17494,18998,NULL,16385.0384,139,BLACK,NULL,NULL,16051.2,1442.8,38224,1C4NJRFB3HD175220,10/18/2018,Automatic,GREEN,16811,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Jeep,Patriot,Latitude,44946,17494,18998,NULL,16385.0384,139,BLACK,NULL,NULL,15964.85,1529.15,38222,1C4NJRFB2HD174110,10/18/2018,Automatic,GREEN,16719,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Subaru,WRX STI,,44508,29994,32998,NULL,28148.8,139,RED,NULL,NULL,29576.54,417.46,38214,JF1VA2M67G9805308,10/18/2018,6-Speed M/T,YELLOW,27600,4-door Compact Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Subaru,Crosstrek,Limited,20303,26794,26794,NULL,25099.6666,127,BLACK,NULL,NULL,23315.18,3478.82,38319,JF2GPAKC5HH255846,10/30/2018,CVT Transmission,YELLOW,25627,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Jeep,Patriot,Latitude,46233,17254,17998,NULL,16394.2692,129,WHITE,NULL,NULL,15329.83,1924.17,38313,1C4NJRFB8HD175309,10/28/2018,Automatic,GREEN,16627,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2004,Chevrolet,Silverado 1500,LS,187951,NULL,0,NULL,NULL,125,WHITE,NULL,NULL,1264.4,NULL,38323,1GCEK14T64Z237779,11/1/2018,Automatic,RED,6759,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Toyota,Corolla,NULL,15327,14994,14993,NULL,15399.1963,119,SILVER,NULL,NULL,13531.71,1462.29,38387,2T1BURHE7GC502487,11/7/2018,N/A,GREEN,15307,4-door Compact Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Acura,RDX, ,115946,13998,13998,NULL,NULL,118,SILVER,NULL,NULL,13864.09,133.91,38429,5J8TB2H29BA004300,11/8/2018,5-Speed A/T,RED,10952,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Toyota,RAV4,XLE,19618,19994,20994,NULL,20564.975,119,WHITE,NULL,NULL,18706.65,1287.35,38385,2T3RFREV2FW382700,11/7/2018,Automatic,GREEN,20495,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Chevrolet,Silverado 3500HD,Work Truck,18198,46994,46994,NULL,37222,91,BLACK,NULL,NULL,39945.61,7048.39,38559,1GC4KYC82GF284895,12/5/2018,Automatic,RED,45270,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2012,Honda,CR-V,EX,88473,NULL,0,NULL,14474,32,GREY,NULL,NULL,14491.68,NULL,38596,JHLRM4H55CC024982,2/2/2019,5-Speed A/T,YELLOW,13188,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Ram,3500,Tradesman,96722,NULL,0,NULL,31484.25,83,BLUE,NULL,NULL,22703.16,NULL,38607,3C63R3GJ4FG642364,12/13/2018,Automatic,GREEN,26732,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,Toyota,4Runner,Limited,31663,34994,35494,NULL,31590.1428,79,WHITE,NULL,NULL,33301.53,1692.47,38072,JTEBU5JR5E5186857,12/17/2018,Automatic,RED,35258,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Nissan,Titan,S,27455,NULL,0,NULL,21893,81,BLACK,NULL,NULL,20267.19,NULL,38624,1N6AA0CJ4FN501133,12/15/2018,Automatic,YELLOW,22791,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2005,Cadillac,CTS,,112131,7994,7994,NULL,6581,77,GRAY,NULL,NULL,4729.94,3264.06,38494,1G6DP567650152907,12/19/2018,Automatic,RED,5498,4-door Mid-Size Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Cadillac,SRX,Luxury Collection,36750,26994,26994,NULL,24751,76,BLUE,NULL,NULL,24432.71,2561.29,38237,3GYFNEE30FS605711,12/20/2018,Automatic,GREEN,25372,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Ford,F-150,XLT,33958,31994,31994,NULL,29759.8157,76,RED,NULL,NULL,28074.56,3919.44,38104,1FTEW1EF4HKC37937,12/20/2018,Automatic,GREEN,31436,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Ram,2500,SLT,95877,26494,26494,NULL,25960.5555,69,WHITE,NULL,NULL,22815.13,3678.87,38654,3C6TR5DT4DG566126,12/27/2018,Automatic,GREEN,24916,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,Ford,F-150,XLT,99762,21994,21994,NULL,23366.1428,77,WHITE,NULL,NULL,19308,2686,38652,1FTFX1EF5EKE48433,12/19/2018,Automatic,GREEN,17506,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2004,Nissan,Titan,XE,124937,NULL,0,NULL,9467.5,65,MAROON,NULL,NULL,8975.05,NULL,38678,1N6AA06B24N591237,12/31/2018,Automatic,RED,8032,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Ram,2500,LARAMIE LONGHORN,94759,NULL,0,NULL,44515.2,5,BLUE,NULL,NULL,34646.86,NULL,38667,3C6UR5GL6DG586149,3/1/2019,Automatic,GREEN,37451,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2009,Toyota,FJ Cruiser, ,89749,21998,21998,NULL,19988,61,BLUE,NULL,NULL,19587.16,2410.84,38514,JTEBU11F39K057991,1/4/2019,N/A,RED,18840,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,Toyota,Tacoma,,61796,26994,26994,NULL,27123.1818,61,BLACK,NULL,NULL,23812,3182,38532,5TFLU4EN2EX094166,1/4/2019,Manual,RED,25085,4WD Small Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2010,Toyota,FJ Cruiser, ,61402,24998,24998,NULL,20988.75,61,BLACK,NULL,NULL,22319.88,2678.12,38406,JTEBU4BF1AK097359,1/4/2019,N/A,RED,21613,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Subaru,Impreza WRX,WRX Premium,98942,19994,19994,NULL,21185.5,62,WHITE,NULL,NULL,18447.44,1546.56,38691,JF1GR7E63BG823743,1/3/2019,Manual,RED,17215,Small Wagon
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2012,Ford,Super Duty F-350 SRW,XLT,82386,NULL,0,NULL,36881.4857,62,BLUE,NULL,NULL,30960.09,NULL,38692,1FT8W3BT0CEC52400,1/3/2019,Automatic,YELLOW,32493,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2004,Chevrolet,Cavalier,Base,113431,4994,4994,NULL,3999,62,ORANGE,NULL,NULL,4310,684,38687,1G1JC52F647373513,1/3/2019,Automatic,RED,3305,4-door Compact Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Toyota,4Runner,SR5,94448,NULL,0,NULL,22632,32,SILVER,NULL,NULL,20766.4,NULL,38720,JTEBU5JR0B5037297,2/2/2019,Automatic,RED,20714,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Ford,F-150,XLT,80778,NULL,0,NULL,34218.065,5,RED,NULL,NULL,21357.82,NULL,38722,1FTFW1EF1GFA48044,3/1/2019,Automatic,GREEN,26989,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Hyundai,Elantra,LIMITED,80942,NULL,0,NULL,9533.8571,55,SILVER,NULL,NULL,8838.97,NULL,38750,KMHDH4AEXDU753265,1/10/2019,Automatic,YELLOW,8658,4-door Compact Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,Chevrolet,Impala,LT,49312,15994,16494,NULL,16732.6666,55,GREY,NULL,NULL,13922.26,2071.74,38755,1G1115SL9EU162160,1/10/2019,Automatic,YELLOW,15579,4-door Large Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Ram,1500,SLT,95346,NULL,0,NULL,17338.4736,55,GREEN,NULL,NULL,17769.98,NULL,38772,1D7RV1CT0BS548663,1/10/2019,Automatic,RED,18886,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Jaguar,XK,Touring,25917,29994,29994,NULL,NULL,55,RED,NULL,NULL,26324.94,3669.06,38746,SAJWA4DBXDLB50796,1/10/2019,A/T,YELLOW,28071,2-door Mini-Compact Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,1999,Jeep,Wrangler,SE,163403,NULL,0,NULL,NULL,55,BLUE,NULL,NULL,6770.39,NULL,38747,1J4FY29P1XP447236,1/10/2019,Automatic,RED,5692,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2012,Ram,1500,Outdoorsman,77189,20994,20994,NULL,20706.0943,56,RED,NULL,NULL,18227.16,2766.84,38764,1C6RD7LT0CS250557,1/9/2019,Automatic,YELLOW,21610,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,Chevrolet,Silverado 3500HD,LTZ,35845,46994,49994,NULL,39936.5,22,BLUE,NULL,NULL,42836.67,4157.33,38761,1GC4K1C87EF186529,2/12/2019,Automatic,RED,52488,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Ford,Super Duty F-350 SRW,Lariat,65925,44994,44994,NULL,44573.4736,48,GREEN,NULL,NULL,40411.48,4582.52,38811,1FT8W3BT6FEA91331,1/17/2019,Automatic,GREEN,46234,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2010,Nissan,Frontier,LE,122378,NULL,0,NULL,17221.3333,49,WHITE,NULL,NULL,15930.27,NULL,38798,1N6AD0EV1AC405987,1/16/2019,Automatic,RED,13907,4WD Small Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Jeep,Grand Cherokee,LAREDO,53070,NULL,0,NULL,13987.1666,49,SILVER,NULL,NULL,15079.66,NULL,38794,1J4RR4GG8BC507215,1/16/2019,Automatic,RED,15410,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Nissan,Rogue,S,60064,15994,15994,NULL,16536.25,49,RED,NULL,NULL,14890.26,1103.74,38797,KNMAT2MV8FP556571,1/16/2019,Automatic,GREEN,14928,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Lexus,GX 460,,59105,33994,33994,NULL,33863.3333,48,MAROON,NULL,NULL,30375.72,3618.28,38816,JTJBM7FX8F5093207,1/17/2019,Automatic,YELLOW,31874,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,INFINITI,QX80,,53889,37994,37994,NULL,41225,48,BLACK,NULL,NULL,33973.82,4020.18,38815,JN8AZ2NE0G9122037,1/17/2019,Automatic,YELLOW,37450,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Toyota,Sequoia,Platinum,42039,37994,37994,NULL,NULL,48,BLACK,NULL,NULL,35196.91,2797.09,38823,5TDDY5G1XDS078455,1/17/2019,Automatic,GREEN,35625,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Nissan,Pathfinder,SL,25258,NULL,0,NULL,22324.1666,48,BLACK,NULL,NULL,23462.53,NULL,38819,5N1AR2MM7FC676807,1/17/2019,Automatic,YELLOW,24243,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2012,Chevrolet,Silverado 1500,LT,114430,21994,21994,NULL,20866.6666,48,BLACK,NULL,NULL,17971.12,4022.88,38806,3GCPKSE78CG158760,1/17/2019,Automatic,RED,18483,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2012,Ram,3500,Outdoorsman,98211,34994,34994,NULL,36822.9444,48,GRAY,NULL,NULL,33101.99,1892.01,38821,3C63D3HL5CG193478,1/17/2019,Automatic,YELLOW,33437,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Nissan,Frontier,PRO-4X,60203,17494,17994,NULL,NULL,48,RED,NULL,NULL,16293.95,1200.05,38818,1N6AD0CW2BC444892,1/17/2019,Manual,RED,16706,4WD Small Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Nissan,Titan,PRO-4X,22109,33994,33994,NULL,26253.5714,48,GRAY,NULL,NULL,28540.59,5453.41,38820,1N6AA0EC6FN506803,1/17/2019,Automatic,YELLOW,31738,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,GMC,Sierra 2500HD,Denali,63974,39994,42998,NULL,48166.75,48,WHITE,NULL,NULL,37837.46,2156.54,38813,1GT120EG5FF538333,1/17/2019,Automatic,GREEN,40306,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Chevrolet,Silverado 2500HD,LT,23276,37994,37994,NULL,36851,48,SILVER,NULL,NULL,33445.01,4548.99,38807,1GC1KVEG2HF153487,1/17/2019,Automatic,GREEN,37195,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2008,Toyota,FJ Cruiser,,112600,16994,16994,NULL,16728.4166,44,SANDSTORM,NULL,NULL,14782.98,2211.02,38297,JTEBU11F680103341,1/21/2019,Automatic,RED,14240,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Nissan,Frontier,SV,106248,NULL,0,NULL,17733,5,BLACK,NULL,NULL,13246.31,NULL,38825,1N6AD0FV8BC424469,3/1/2019,Automatic,RED,13678,4WD Small Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,GMC,Sierra 2500HD,SLE,66189,NULL,0,NULL,20000,5,WHITE,NULL,NULL,19614,NULL,38831,1GT220CG1DZ276314,3/1/2019,Automatic,GREEN,25837,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Jeep,Grand Cherokee,Overland,159507,15494,15494,NULL,16995,43,BLUE,NULL,NULL,12963.01,2530.99,38840,1C4RJFCT1DC547165,1/22/2019,Automatic,RED,16002,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Mercedes-Benz,CLA-Class,CLA 250,57608,NULL,0,NULL,21249.2857,42,NULL,NULL,NULL,15626.11,NULL,38855,WDDSJ4EB4FN250477,1/23/2019,Automatic,YELLOW,19200,4-door Sub-Compact Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Toyota,RAV4,LE,35176,19998,18998,NULL,19921.1333,42,SILVER,NULL,NULL,17825.14,2172.86,38877,JTMBFREV8FJ050387,1/23/2019,Automatic,GREEN,18966,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Nissan,Sentra,SV,72331,9874,9874,NULL,8894.3333,41,SILVER,NULL,NULL,7625.62,2248.38,38866,3N1AB7AP0DL711289,1/24/2019,Automatic,YELLOW,8179,4-door Sub-Compact Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Ram,2500,SLT,16239,40994,40994,NULL,32575.5,41,GREEN,NULL,NULL,35777.72,5216.28,38868,3C6UR5DJXFG580411,1/24/2019,Automatic,GREEN,36377,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2010,Toyota,RAV4, ,99451,12998,12998,NULL,8495,41,WHITE,NULL,NULL,11043.12,1954.88,38870,2T3BK4DV5AW029068,1/24/2019,Automatic,RED,10553,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,GMC,Sierra 2500HD,SLT,41958,49794,49794,NULL,47402.5,42,SILVER,NULL,NULL,45286.07,4507.93,38875,1GT12ZE80FF563749,1/23/2019,Automatic,GREEN,49743,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,Ram,1500,EXPRESS,112970,NULL,0,NULL,21544.6153,41,BLACK,NULL,NULL,15781.9,NULL,38867,1C6RR7KT3ES158560,1/24/2019,Automatic,RED,18820,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,GMC,Sierra 3500HD,SRW SLE,79806,35494,35494,NULL,36539.1666,41,BLACK,NULL,NULL,33766.81,1727.19,38864,1GT423C82BF189829,1/24/2019,Automatic,RED,34220,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2017,Chevrolet,Traverse,LT,46837,21304,22994,NULL,23663.3333,42,SILVER,NULL,NULL,17916.49,3387.51,38872,1GNKRGKD1HJ217528,1/23/2019,Automatic,GREEN,23616,2WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2008,Chevrolet,Suburban,LTZ,127329,17994,17994,NULL,13295.125,41,GRAY,NULL,NULL,14078.34,3915.66,38860,1GNFK163X8R261775,1/24/2019,Automatic,RED,14480,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2012,Ram,3500,ST,135208,32994,32994,NULL,32960.1818,41,BLACK,NULL,NULL,31351.66,1642.34,38869,3C63D3GL9CG173011,1/24/2019,Manual,RED,26284,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,GMC,Sierra 3500HD,Denali,18304,59994,59994,NULL,53878.8571,41,BLACK,NULL,NULL,54298.19,5695.81,38892,1GT42YE81GF145094,1/24/2019,Automatic,YELLOW,58502,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2003,GMC,Sierra 2500HD,SLE,121229,NULL,0,NULL,18456.5,47,GOLD,NULL,NULL,16563.86,NULL,38901,1GTHK23163F221584,1/18/2019,N/A,RED,17459,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Honda,CR-V,EX-L,41917,NULL,0,NULL,18301.45,5,WHITE,NULL,NULL,17947.58,NULL,38909,5J6RM4H77DL077077,3/1/2019,5-Speed A/T,GREEN,19366,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Honda,CR-V,EX,36196,NULL,0,NULL,22604.4166,5,BROWN,NULL,NULL,20693.58,NULL,38911,2HKRM4H55GH620858,3/1/2019,CVT Transmission,GREEN,21179,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Honda,CR-V,SE,26734,NULL,0,NULL,21493.2941,5,GRAY,NULL,NULL,19548.45,NULL,38913,2HKRM4H42GH610179,3/1/2019,CVT Transmission,GREEN,20428,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2015,Chevrolet,Equinox,LT,35690,NULL,0,NULL,17543,5,TUNGSTEN,NULL,NULL,16002.09,NULL,38891,2GNFLFE30F6289945,3/1/2019,Automatic,GREEN,19120,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Honda,CR-V,LX,49939,NULL,0,NULL,19945.3939,5,GRAY,NULL,NULL,16814,NULL,38910,2HKRM4H3XGH637721,3/1/2019,CVT Transmission,GREEN,18318,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Ford,F-150,XLT,49190,NULL,0,NULL,30657.1428,40,RED,NULL,NULL,26087.95,NULL,38928,1FTEW1EFXGKD45266,1/25/2019,Automatic,GREEN,29963,4WD Standard Pickup Trucks
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2016,Toyota,Camry,LE,25194,16499,16499,NULL,16462.3035,49,BLACK,NULL,NULL,13724.27,2774.73,38929,4T4BF1FK7GR567705,1/16/2019,Automatic,GREEN,16159,4-door Mid-Size Passenger Car
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2011,Honda,CR-V,EX-L,115157,NULL,0,NULL,14649.3333,34,WHITE,NULL,NULL,12442.93,NULL,38953,JHLRE4H7XBC006149,1/31/2019,5-Speed A/T,RED,11292,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2014,Nissan,Xterra,X,98636,16994,16994,NULL,19961,34,RED,NULL,NULL,14312.59,2681.41,38956,5N1AN0NW1EN805644,1/31/2019,Automatic,GREEN,15604,4WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2009,Chevrolet,HHR,LT W/1LT,85108,NULL,0,NULL,6524,34,BLACK,NULL,NULL,5927.78,NULL,38943,3GNCA23B79S559447,1/31/2019,4-Speed A/T,RED,6133,2WD Sport Utility Vehicles
Consumer Auto Liquidators,CAL Cars,47.6437,-117.5622,WA,2013,Ford,Flex,LIMITED W/ECOBOOST,97247,NULL,0,NULL,17314.3333,34,RED,NULL,NULL,14460.83,NULL,38950,2FMHK6DT4DBD12200,1/31/2019,Automatic,YELLOW,15149,4WD Sport Utility Vehicles
